13:13:45;38;15 02 00 1d 20 ef bf bd 64 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
13:13:45;72;2 02 00 1d 20 0d ef bf bd 20 20 00 00 20 20 ef bf bd 2e 20 20 34 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;112;16 02 00 1d 20 1e ef bf bd 20 20 00 00 20 20 ef bf bd 76 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;114;17 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20
13:13:45;115;1 02 00 1d 20 ef bf bd 43 20 20 00 00 20 20 ef bf bd 21 20 20 6d 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;118;18 02 00 1d 20 ef bf bd 07 20 20 00 00 20 20 6c ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;170;14 02 00 1d 20 3d ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 77 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;231;8 02 00 1d 20 ef bf bd 11 20 20 00 00 20 20 4b 70 20 20 11 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;245;11 02 00 1d 20 ef bf bd 1d 20 20 00 00 20 20 7a 5d 20 20 16 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;257;12 02 00 1d 20 ef bf bd 5a 20 20 00 00 20 20 ef bf bd 65 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 210/0
13:13:45;258;5 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 4c 0e 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;258;9 02 00 1d 20 3f 64 20 20 00 00 20 20 38 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;285;4 02 00 1d 20 ef bf bd 20 20 00 00 20 20 16 ef bf bd 20 20 56 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;365;7 02 00 1d 20 73 ef bf bd 20 20 00 00 20 20 ef bf bd 0d 20 20 50 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;365;6 02 00 1d 20 46 ef bf bd 20 20 00 00 20 20 ef bf bd 11 20 20 3f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;373;19 02 00 1d 20 35 50 20 20 00 00 20 20 ef bf bd 0e 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;375;3 02 00 1d 20 09 ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
13:13:45;377;1 02 00 1d 20 ef bf bd 28 20 20 00 00 20 20 6d ef bf bd 20 20 72 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;456;8 02 00 1d 20 11 ef bf bd 20 20 00 00 20 20 3d 4d 20 20 21 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;457;19 02 00 1d 20 ef bf bd 42 20 20 00 00 20 20 03 ef bf bd 20 20 63 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;461;16 02 00 1d 20 08 4e 20 20 00 00 20 20 ef bf bd 16 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;493;14 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 6b 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
13:13:45;605;10 02 00 1d 20 ef bf bd 36 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
13:13:45;606;12 02 00 1d 20 ef bf bd 4d 20 20 00 00 20 20 1e ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;608;4 02 00 1d 20 60 ef bf bd 20 20 00 00 20 20 0b ef bf bd 20 20 0f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;612;3 02 00 1d 20 06 73 20 20 00 00 20 20 64 ef bf bd 20 20 38 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;699;6 02 00 1d 20 2e 36 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;700;15 02 00 1d 20 ef bf bd 6a 20 20 00 00 20 20 16 14 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;776;2 02 00 1d 20 5d 31 20 20 00 00 20 20 35 08 20 20 29 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;779;9 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20
13:13:45;781;7 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 73 38 20 20 77 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;815;17 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 7f ef bf bd 20 20 59 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;916;9 02 00 1d 20 c7 8e 20 20 00 00 20 20 1e 69 20 20 55 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;918;19 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 10 03 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;930;15 02 00 1d 20 3e 1a 20 20 00 00 20 20 3b 10 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:45;950;10 02 00 1d 20 52 ef bf bd 20 20 00 00 20 20 62 ef bf bd 20 20 51 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;57;7 02 00 1d 20 6b ef bf bd 20 20 00 00 20 20 4e 7f 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;71;12 02 00 1d 20 3d ef bf bd 20 20 00 00 20 20 24 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;73;11 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20
13:13:46;74;3 02 00 1d 20 d6 9f 20 20 00 00 20 20 48 ef bf bd 20 20 54 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;141;4 02 00 1d 20 7f ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
13:13:46;142;18 02 00 1d 20 32 5a 20 20 00 00 20 20 ef bf bd 01 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;142;2 02 00 1d 20 13 ef bf bd 20 20 00 00 20 20 1b 35 20 20 59 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;165;17 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 1f 20 20 73 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;169;1 02 00 1d 20 7c 2a 20 20 00 00 20 20 d5 b1 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;169;14 02 00 1d 20 36 ef bf bd 20 20 00 00 20 20 79 77 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;171;16 02 00 1d 20 ef bf bd 00 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 5e 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;286;9 02 00 1d 20 ef bf bd 13 20 20 00 00 20 20 02 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;297;19 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 38 ef bf bd 20 20 6d 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;341;1 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 73 20 20 69 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
13:13:46;343;5 02 00 1d 20 ef bf bd 4b 20 20 00 00 20 20 13 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
