time;ms;data
11:18:02;66;17 02 00 1d 20 45 ef bf bd 20 20 00 00 20 20 31 49 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;98;1 02 00 1d 20 ef bf bd 01 20 20 00 00 20 20 30 ef bf bd 20 20 0a 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;126;2 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 13 38 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;155;8 02 00 1d 20 ef bf bd 51 20 20 00 00 20 20 3c ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;188;5 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 2b 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:02;218;11 02 00 1d 20 ef bf bd 37 20 20 00 00 20 20 ef bf bd 2b 20 20 24 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;263;12 02 00 1d 20 ef bf bd 5d 20 20 00 00 20 20 06 ef bf bd 20 20 0a 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;266;4 02 00 1d 20 ef bf bd 26 20 20 00 00 20 20 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;269;10 02 00 1d 20 ef bf bd 20 20 00 00 20 20 3e 7a 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;325;15 02 00 1d 20 ef bf bd 75 20 20 00 00 20 20 15 53 20 20 6c 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;352;9 02 00 1d 20 2b ef bf bd 20 20 00 00 20 20 ef bf bd 1f 20 20 79 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;375;6 02 00 1d 20 69 37 20 20 00 00 20 20 58 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;382;5 02 00 1d 20 23 2a 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;404;2 02 00 1d 20 5d ef bf bd 20 20 00 00 20 20 c6 97 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;410;17 02 00 1d 20 00 ef bf bd 20 20 00 00 20 20 1b 76 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;432;3 02 00 1d 20 7e ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 52 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;445;14 02 00 1d 20 66 ef bf bd 20 20 00 00 20 20 4c 23 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;482;8 02 00 1d 20 10 53 20 20 00 00 20 20 6c 34 20 20 29 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;483;7 02 00 1d 20 46 01 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 5f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;496;19 02 00 1d 20 da 9e 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;526;4 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 5c 69 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;543;11 02 00 1d 20 d3 92 20 20 00 00 20 20 27 3f 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;563;18 02 00 1d 20 ef bf bd 56 20 20 00 00 20 20 ef bf bd 1a 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;570;1 02 00 1d 20 0a 47 20 20 00 00 20 20 ef bf bd 2b 20 20 6a 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;617;16 02 00 1d 20 ef bf bd 34 20 20 00 00 20 20 70 6f 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;649;15 02 00 1d 20 ef bf bd 20 20 00 00 20 20 db 90 20 20 27 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;665;9 02 00 1d 20 ef bf bd 20 20 00 00 20 20 3a ef bf bd 20 20 79 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;681;7 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 3e ef bf bd 20 20 44 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;713;17 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20
11:18:02;744;12 02 00 1d 20 d9 a9 20 20 00 00 20 20 ef bf bd 4d 20 20 1d 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;759;2 02 00 1d 20 3f ef bf bd 20 20 00 00 20 20 44 ef bf bd 20 20 14 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;774;18 02 00 1d 20 63 6a 20 20 00 00 20 20 49 63 20 20 17 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;842;19 02 00 1d 20 18 07 20 20 00 00 20 20 ef bf bd 2d 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;856;10 02 00 1d 20 ef bf bd 20 20 00 00 20 20 ef bf bd 35 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;865;1 02 00 1d 20 75 ef bf bd 20 20 00 00 20 20 5e 40 20 20 5e 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;867;14 02 00 1d 20 6e 3e 20 20 00 00 20 20 3c ef bf bd 20 20 39 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;899;16 02 00 1d 20 2e ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 3b 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;912;4 02 00 1d 20 1c 10 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 5f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;942;11 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20
11:18:02;984;6 02 00 1d 20 4f 23 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 31 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:02;985;8 02 00 1d 20 7e 34 20 20 00 00 20 20 1f 27 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;32;12 02 00 1d 20 2c ef bf bd 20 20 00 00 20 20 ef bf bd 10 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;34;9 02 00 1d 20 ef bf bd 2b 20 20 00 00 20 20 55 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;72;5 02 00 1d 20 7e 03
11:18:03;99;15 02 00 1d 20 11 ef bf bd 20 20 00 00 20 20 77 70 20 20 67 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;130;2 02 00 1d 20 6c 12 20 20 00 00 20 20 ef bf bd 68 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;176;19 02 00 1d 20 40 ef bf bd 20 20 00 00 20 20 2a 67 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;209;14 02 00 1d 20 ef bf bd 2a 20 20 00 00 20 20 0b ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;238;4 02 00 1d 20 61 78 20 20 00 00 20 20 6c ef bf bd 20 20 4a 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;245;10 02 00 1d 20 5b 2b 20 20 00 00 20 20 5b 70 20 20 6d 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;284;18 02 00 1d 20 ef bf bd 7c 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 4a 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;314;17 02 00 1d 20 2f 0d 20 20 00 00 20 20 46 ef bf bd 20 20 62 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;347;1 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 01 77 20 20 1f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;378;3 02 00 1d 20 3c ef bf bd 20 20 00 00 20 20 15 15 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;384;8 02 00 1d 20 17 59 20 20 00 00 20 20 ef bf bd 5a 20 20 18 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;422;10 02 00 1d 20 ef bf bd 43 20 20 00 00 20 20 ef bf bd 46 20 20 05 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;429;11 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 0a 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:03;459;12 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 0d 20 20 00 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;460;7 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 2c 20 20 7b 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;529;3 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20
11:18:03;560;15 02 00 1d 20 05 ef bf bd 20 20 00 00 20 20 4d ef bf bd 20 20 79 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;621;2 02 00 1d 20 66 ef bf bd 20 20 00 00 20 20 20 20 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;658;5 02 00 1d 20 32 57 20 20 00 00 20 20 1c ef bf bd 20 20 1d 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;659;6 02 00 1d 20 5f 0c 20 20 00 00 20 20 ef bf bd 13 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;666;17 02 00 1d 20 03
11:18:03;686;7 02 00 1d 20 ef bf bd 00 20 20 00 00 20 20 ef bf bd 29 20 20 3c 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;717;14 02 00 1d 20 ef bf bd 7d 20 20 00 00 20 20 ef bf bd 2a 20 20 7e 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;760;18 02 00 1d 20 ef bf bd 5c 20 20 00 00 20 20 ef bf bd 08 20 20 14 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;802;9 02 00 1d 20 30 57 20 20 00 00 20 20 6c 5b 20 20 70 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;812;16 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 29 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:03;861;10 02 00 1d 20 58 ef bf bd 20 20 00 00 20 20 40 39 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;862;11 02 00 1d 20 ef bf bd 64 20 20 00 00 20 20 ef bf bd 7c 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;910;19 02 00 1d 20 ef bf bd 44 20 20 00 00 20 20 ef bf bd 62 20 20 39 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;917;12 02 00 1d 20 3d 5e 20 20 00 00 20 20 ef bf bd 3d 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;953;3 02 00 1d 20 ef bf bd 52 20 20 00 00 20 20 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;954;9 02 00 1d 20 77 64 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:03;987;4 02 00 1d 20 21 6a 20 20 00 00 20 20 ef bf bd 04 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;8;2 02 00 1d 20 0a 72 20 20 00 00 20 20 50 1b 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;22;5 02 00 1d 20 ef bf bd 07 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:04;93;14 02 00 1d 20 ef bf bd 21 20 20 00 00 20 20 ef bf bd 72 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;102;4 02 00 1d 20 ef bf bd 3a 20 20 00 00 20 20 0d ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;134;15 02 00 1d 20 07 08 20 20 00 00 20 20 06 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;163;18 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 69 39 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;209;8 02 00 1d 20 7b ef bf bd 20 20 00 00 20 20 33 51 20 20 74 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;286;17 02 00 1d 20 51 3e 20 20 00 00 20 20 5f ef bf bd 20 20 1f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;288;16 02 00 1d 20 44 ef bf bd 20 20 00 00 20 20 69 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;351;9 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 2f 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:04;406;11 02 00 1d 20 ef bf bd 18 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:04;406;1 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 17 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:04;413;12 02 00 1d 20 4a ef bf bd 20 20 00 00 20 20 25 ef bf bd 20 20 45 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;444;19 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 47 20 20 74 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;480;3 02 00 1d 20 ef bf bd 08 20 20 00 00 20 20 77 3e 20 20 58 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;507;2 02 00 1d 20 5d ef bf bd 20 20 00 00 20 20 4e 58 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;532;5 02 00 1d 20 6d 08 20 20 00 00 20 20 ef bf bd 20 20 10 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;539;10 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 27 20 20 6b 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;566;17 02 00 1d 20 ef bf bd 6b 20 20 00 00 20 20 ef bf bd 50 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;596;14 02 00 1d 20 67 ef bf bd 20 20 00 00 20 20 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;604;19 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20
11:18:04;638;4 02 00 1d 20 ef bf bd 01 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:04;677;6 02 00 1d 20 10 ef bf bd 20 20 00 00 20 20 38 ef bf bd 20 20 0f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;678;1 02 00 1d 20 71 33 20 20 00 00 20 20 ef bf bd 2a 20 20 01 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;696;8 02 00 1d 20 ef bf bd 40 20 20 00 00 20 20 75 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;718;10 02 00 1d 20 78 4c 20 20 00 00 20 20 ef bf bd 4f 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;772;11 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 56 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:04;774;15 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 54 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:04;797;6 02 00 1d 20 1a ef bf bd 20 20 00 00 20 20 5b 0c 20 20 64 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;850;18 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 14 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:04;851;12 02 00 1d 20 70 14 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;903;15 02 00 1d 20 73 ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 26 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;906;7 02 00 1d 20 00 ef bf bd 20 20 00 00 20 20 60 ef bf bd 20 20 33 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;907;9 02 00 1d 20 45 55 20 20 00 00 20 20 6b ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:04;982;2 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 59 ef bf bd 20 20 4f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;59;14 02 00 1d 20 78 ef bf bd 20 20 00 00 20 20 ef bf bd 4c 20 20 59 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;63;3 02 00 1d 20 ef bf bd 68 20 20 00 00 20 20 dd 95 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;65;5 02 00 1d 20 7b ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:05;78;4 02 00 1d 20 24 33 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;125;16 02 00 1d 20 60 ef bf bd 20 20 00 00 20 20 62 00 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;134;18 02 00 1d 20 7e ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:05;180;8 02 00 1d 20 ef bf bd 72 20 20 00 00 20 20 4e 2b 20 20 16 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;230;16 02 00 1d 20 71 51 20 20 00 00 20 20 62 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;240;19 02 00 1d 20 69 6a 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;258;9 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 10 ef bf bd 20 20 54 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;319;11 02 00 1d 20 61 4d 20 20 00 00 20 20 71 7f 20 20 47 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;357;10 02 00 1d 20 14 30 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;358;6 02 00 1d 20 ef bf bd 62 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:05;402;17 02 00 1d 20 ef bf bd 63 20 20 00 00 20 20 57 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;403;3 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 42 20 20 4f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;431;15 02 00 1d 20 5e 30 20 20 00 00 20 20 03
11:18:05;456;2 02 00 1d 20 3d 77 20 20 00 00 20 20 16 7d 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;525;5 02 00 1d 20 ef bf bd 14 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:05;530;1 02 00 1d 20 25 ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:05;532;17 02 00 1d 20 67 ef bf bd 20 20 00 00 20 20 02 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;599;14 02 00 1d 20 64 ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 28 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;628;12 02 00 1d 20 17 ef bf bd 20 20 00 00 20 20 ef bf bd 1c 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;664;18 02 00 1d 20 ef bf bd 22 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 24 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;706;19 02 00 1d 20 ef bf bd 30 20 20 00 00 20 20 76 35 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;707;1 02 00 1d 20 77 5f 20 20 00 00 20 20 63 ef bf bd 20 20 10 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;734;8 02 00 1d 20 00 ef bf bd 20 20 00 00 20 20 ef bf bd 20 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;802;11 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 6d 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:05;803;10 02 00 1d 20 ef bf bd 67 20 20 00 00 20 20 ef bf bd 3b 20 20 7c 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;812;6 02 00 1d 20 ef bf bd 20 20 00 00 20 20 55 ef bf bd 20 20 49 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;864;12 02 00 1d 20 ef bf bd 22 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 74 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;896;3 02 00 1d 20 ef bf bd 6b 20 20 00 00 20 20 ef bf bd ef bf bd 20 20 39 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;921;7 02 00 1d 20 3d ef bf bd 20 20 00 00 20 20 ef bf bd 2c 20 20 5f 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;938;19 02 00 1d 20 6a 73 20 20 00 00 20 20 42 7f 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;938;16 02 00 1d 20 5d 6d 20 20 00 00 20 20 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:05;979;5 02 00 1d 20 33 75 20 20 00 00 20 20 60 79 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;21;17 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 50 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20
11:18:06;21;2 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 18 56 20 20 77 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;66;4 02 00 1d 20 5e ef bf bd 20 20 00 00 20 20 ef bf bd 6f 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;68;9 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 5e 22 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;73;18 02 00 1d 20 6e 23 20 20 00 00 20 20 53 ef bf bd 20 20 2c 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;91;8 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 41 20 20 49 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;133;15 02 00 1d 20 ef bf bd 63 20 20 00 00 20 20 c9 a0 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;136;9 02 00 1d 20 ef bf bd 12 20 20 00 00 20 20 23 ef bf bd 20 20 59 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;180;11 02 00 1d 20 ef bf bd 1f 20 20 00 00 20 20 ef bf bd 22 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;195;14 02 00 1d 20 51 22 20 20 00 00 20 20 72 09 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;213;12 02 00 1d 20 2e ef bf bd 20 20 00 00 20 20 ef bf bd 10 20 20 30 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;233;3 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 ef bf bd 0c 20 20 6d 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;271;15 02 00 1d 20 22 37 20 20 00 00 20 20 41 ef bf bd 20 20 ef bf bd 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;327;2 02 00 1d 20 3c 1d 20 20 00 00 20 20 52 ef bf bd 20 20 08 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;328;5 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 1d 14 20 20 79 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
11:18:06;346;17 02 00 1d 20 ef bf bd ef bf bd 20 20 00 00 20 20 7f 3b 20 20 55 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
