time;ms;channel;data
14:37:19;587;801702;00 1D 20 C8 AB 20 20 00 00 20 20 EF BF BD 31 20 20 6E 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:19;587;801902;00 1D 20 EF BF BD 4C 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 0C 20 20 20 20 20 20 20 20 20
14:37:19;605;800802;00 1D 20 11 EF BF BD 20 20 00 00 20 20 04 06 20 20 08 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:19;615;801002;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 7A 52 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:19;615;800402;00 1D 20 29 03 20 20 00 00 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:19;645;801402;00 1D 20 EF BF BD 68 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 48 20 20 20 20 20 20 20 20 20
14:37:19;650;801902;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 DF B1 20 20 39 20 20 20 20 20 20 20 20 20 20 20
14:37:19;671;800802;00 1D 20 EF BF BD 50 20 20 00 00 20 20 EF BF BD 52 20 20 0D 20 20 20 20 20 20 20 20 20 20 20
14:37:19;678;800402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 38 20 20 31 20 20 20 20 20 20 20 20 20
14:37:19;680;801002;00 1D 20 EF BF BD 6B 20 20 00 00 20 20 1A EF BF BD 20 20 7F 20 20 20 20 20 20 20 20 20 20 20
14:37:19;708;801402;00 1D 20 62 EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:19;713;801702;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 6D 19 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:19;713;801902;00 1D 20 EF BF BD 39 20 20 00 00 20 20 6C 1F 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:19;752;800402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20
14:37:19;753;801002;00 1D 20 EF BF BD 7A 20 20 00 00 20 20 7D EF BF BD 20 20 44 20 20 20 20 20 20 20 20 20 20 20
14:37:19;753;800802;00 1D 20 64 5B 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 60 20 20 20 20 20 20 20 20 20 20 20
14:37:19;803;801902;00 1D 20 3C EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:19;817;801002;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 3D 2A 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:19;826;801402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 2F 69 20 20 33 20 20 20 20 20 20 20 20 20 20 20
14:37:19;831;800802;00 1D 20 15 EF BF BD 20 20 00 00 20 20 EF BF BD 48 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:19;868;801002;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 20 20 58 20 20 20 20 20 20 20 20 20 20
14:37:19;868;801902;00 1D 20 6F 33 20 20 00 00 20 20 05 EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:19;895;800402;00 1D 20 EF BF BD 02 20 20 00 00 20 20 6D 5F 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:19;908;801402;00 1D 20 34 7C 20 20 00 00 20 20 3B EF BF BD 20 20 74 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:19;908;801702;00 1D 20 70 EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 40 20 20 20 20 20 20 20 20 20
14:37:19;911;801902;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 46 20 20 44 20 20 20 20 20 20 20 20 20
14:37:19;912;800802;00 1D 20 EF BF BD 01 20 20 00 00 20 20 70 EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:19;922;801002;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 4F 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:19;984;800402;00 1D 20 5F EF BF BD 20 20 00 00 20 20 2E 76 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:19;985;801402;00 1D 20 EF BF BD 0E 20 20 00 00 20 20 EF BF BD 1D 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:19;986;801702;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 7E EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:19;988;801902;00 1D 20 3A EF BF BD 20 20 00 00 20 20 02 EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:19;989;800802;00 1D 20 EF BF BD 16 20 20 00 00 20 20 EF BF BD 1C 20 20 55 20 20 20 20 20 20 20 20 20 20 20
14:37:19;992;801002;00 1D 20 0B EF BF BD 20 20 00 00 20 20 0E EF BF BD 20 20 05 20 20 20 20 20 20 20 20 20 20 20
14:37:20;37;800402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 52 03 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:20;39;801702;00 1D 20 43 EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;46;801402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 45 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;48;801002;00 1D 20 75 EF BF BD 20 20 00 00 20 20 5B 5E 20 20 3E 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;52;801902;00 1D 20 20 5C 20 20 00 00 20 20 78 25 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;56;800802;00 1D 20 2F EF BF BD 20 20 00 00 20 20 22 EF BF BD 20 20 43 20 20 20 20 20 20 20 20 20 20 20
14:37:20;93;800402;00 1D 20 38 EF BF BD 20 20 00 00 20 20 3D 26 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;95;801702;00 1D 20 72 2C 20 20 00 00 20 20 EF BF BD 4F 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;140;801902;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20
14:37:20;147;801002;00 1D 20 20 EF BF BD 20 20 00 00 20 20 EF BF BD 3A 20 20 52 20 20 20 20 20 20 20 20 20 20 20
14:37:20;147;801402;00 1D 20 44 EF BF BD 20 20 00 00 20 20 32 14 20 20 4E 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;155;800802;00 1D 20 09 59 20 20 00 00 20 20 28 0F 20 20 5D 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
14:37:20;158;800402;00 1D 20 6B EF BF BD 20 20 00 00 20 20 37 EF BF BD 20 20 16 20 20 20 20 20 20 20 20 20 20 20
14:37:20;195;801902;00 1D 20 1B 4C 20 20 00 00 20 20 EF BF BD 75 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;234;801402;00 1D 20 48 EF BF BD 20 20 00 00 20 20 EF BF BD 30 20 20 2D 20 20 20 20 20 20 20 20 20 20 20
14:37:20;235;801002;00 1D 20 EF BF BD 3D 20 20 00 00 20 20 EF BF BD 77 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:20;245;800402;00 1D 20 EF BF BD 41 20 20 00 00 20 20 64 EF BF BD 20 20 1F 20 20 20 20 20 20 20 20 20 20 20
14:37:20;246;801902;00 1D 20 26 EF BF BD 20 20 00 00 20 20 21 EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:20;254;800802;00 1D 20 EF BF BD 09 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 2F 20 20 20 20 20 20 20 20 20
14:37:20;303;801402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 61 20 20 73 20 20 20 20 20 20 20 20 20
14:37:20;306;801902;00 1D 20 05 EF BF BD 20 20 00 00 20 20 6E EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:20;313;800402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 4A 27 20 20 23 20 20 20 20 20 20 20 20 20 20 20
14:37:20;316;800802;00 1D 20 1E 4C 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:20;380;801402;00 1D 20 6B EF BF BD 20 20 00 00 20 20 27 5F 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;391;801002;00 1D 20 78 EF BF BD 20 20 00 00 20 20 EF BF BD 72 20 20 37 20 20 20 20 20 20 20 20 20 20 20
14:37:20;397;801702;00 1D 20 EF BF BD 70 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 4B 20 20 20 20 20 20 20 20 20
14:37:20;398;800402;00 1D 20 DE 83 20 20 00 00 20 20 72 11 20 20 34 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
14:37:20;400;800802;00 1D 20 EF BF BD 46 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 71 20 20 20 20 20 20 20 20 20
14:37:20;436;801402;00 1D 20 EF BF BD 01 20 20 00 00 20 20 EF BF BD 46 20 20 28 20 20 20 20 20 20 20 20 20 20 20
14:37:20;442;800802;00 1D 20 CA 9D 20 20 00 00 20 20 3D 7E 20 20 5A 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
14:37:20;466;801002;00 1D 20 EF BF BD 55 20 20 00 00 20 20 77 EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:20;468;801902;00 1D 20 63 01 20 20 00 00 20 20 14 6E 20 20 4A 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
14:37:20;468;800402;00 1D 20 65 4E 20 20 00 00 20 20 76 EF BF BD 20 20 0A 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;468;801702;00 1D 20 5C EF BF BD 20 20 00 00 20 20 1A 24 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;494;800802;00 1D 20 EF BF BD 20 20 00 00 20 20 EF BF BD 41 20 20 47 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;507;801402;00 1D 20 5E EF BF BD 20 20 00 00 20 20 15 1C 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;526;801902;00 1D 20 50 4F 20 20 00 00 20 20 2A 4D 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;536;801702;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 11 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;544;800402;00 1D 20 23 7A 20 20 00 00 20 20 EF BF BD 20 20 20 67 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;546;801002;00 1D 20 EF BF BD 20 20 00 00 20 20 06 EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20
14:37:20;580;801402;00 1D 20 3A 61 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:20;581;800802;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 79 EF BF BD 20 20 42 20 20 20 20 20 20 20 20 20
14:37:20;617;801002;00 1D 20 EF BF BD 17 20 20 00 00 20 20 EF BF BD 1A 20 20 79 20 20 20 20 20 20 20 20 20 20 20
14:37:20;620;800402;00 1D 20 38 1D 20 20 00 00 20 20 21 09 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;623;801702;00 1D 20 00 EF BF BD 20 20 00 00 20 20 37 08 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;638;801402;00 1D 20 2D 76 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;640;800802;00 1D 20 EF BF BD 53 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;680;800802;00 1D 20 12 EF BF BD 20 20 00 00 20 20 11 12 20 20 45 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;717;800402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 48 27 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:20;717;801002;00 1D 20 55 12 20 20 00 00 20 20 7A EF BF BD 20 20 28 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;725;801402;00 1D 20 EF BF BD 73 20 20 00 00 20 20 46 EF BF BD 20 20 6F 20 20 20 20 20 20 20 20 20 20 20
14:37:20;728;801702;00 1D 20 51 3A 20 20 00 00 20 20 27 37 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;728;800802;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 43 20 20 20 20 20 20 20
14:37:20;761;801002;00 1D 20 37 08 20 20 00 00 20 20 5F 1A 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;790;801402;00 1D 20 EF BF BD 2C 20 20 00 00 20 20 EF BF BD 52 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:20;800;801702;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 6E 20 20 20 20 20 20 20
14:37:20;815;801902;00 1D 20 EF BF BD 72 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;825;800802;00 1D 20 73 EF BF BD 20 20 00 00 20 20 CC 82 20 20 48 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;826;801002;00 1D 20 75 2C 20 20 00 00 20 20 DD 81 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:20;828;801402;00 1D 20 75 EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 01 20 20 20 20 20 20 20 20 20
14:37:20;851;801702;00 1D 20 07 EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;883;801902;00 1D 20 79 EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;911;800802;00 1D 20 0A EF BF BD 20 20 00 00 20 20 15 22 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;913;801402;00 1D 20 EF BF BD 76 20 20 00 00 20 20 7D 40 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;920;801702;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 54 EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;970;801702;00 1D 20 3B EF BF BD 20 20 00 00 20 20 02 40 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:20;974;800402;00 1D 20 EF BF BD 23 20 20 00 00 20 20 EF BF BD 54 20 20 0B 20 20 20 20 20 20 20 20 20 20 20
14:37:20;976;801902;00 1D 20 1E EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;978;801002;00 1D 20 EF BF BD 7C 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 61 20 20 20 20 20 20 20 20 20
14:37:20;979;801402;00 1D 20 EF BF BD 3A 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:20;980;800802;00 1D 20 EF BF BD 7C 20 20 00 00 20 20 68 71 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:21;5;801702;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 14 EF BF BD 20 20 16 20 20 20 20 20 20 20 20 20
14:37:21;58;801002;00 1D 20 EF BF BD 4F 20 20 00 00 20 20 EF BF BD 54 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;59;801402;00 1D 20 DE 93 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 4B 20 20 20 20 20 20 20 20 20 20 20
14:37:21;66;800802;00 1D 20 49 7A 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;74;800402;00 1D 20 36 37 20 20 00 00 20 20 EF BF BD 5B 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:21;152;801402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 3E 20 20 5C 20 20 20 20 20 20 20 20 20
14:37:21;160;801702;00 1D 20 EF BF BD 00 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 1A 20 20 20 20 20 20 20 20 20
14:37:21;164;800802;00 1D 20 78 47 20 20 00 00 20 20 15 EF BF BD 20 20 46 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;167;801002;00 1D 20 EF BF BD 21 20 20 00 00 20 20 69 EF BF BD 20 20 2D 20 20 20 20 20 20 20 20 20 20 20
14:37:21;168;801902;00 1D 20 EF BF BD 08 20 20 00 00 20 20 EF BF BD 63 20 20 22 20 20 20 20 20 20 20 20 20 20 20
14:37:21;214;801402;00 1D 20 EF BF BD 75 20 20 00 00 20 20 6B 2C 20 20 7F 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;260;801902;00 1D 20 35 33 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 34 20 20 20 20 20 20 20 20 20 20 20
14:37:21;262;800402;00 1D 20 36 EF BF BD 20 20 00 00 20 20 43 EF BF BD 20 20 0F 20 20 20 20 20 20 20 20 20 20 20
14:37:21;262;801702;00 1D 20 1C EF BF BD 20 20 00 00 20 20 0A EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;263;800802;00 1D 20 EF BF BD 4E 20 20 00 00 20 20 EF BF BD 47 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;301;801002;00 1D 20 67 2C 20 20 00 00 20 20 11 EF BF BD 20 20 45 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;307;801402;00 1D 20 6D EF BF BD 20 20 00 00 20 20 C9 9F 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:21;361;801702;00 1D 20 1C EF BF BD 20 20 00 00 20 20 10 54 20 20 7F 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;362;800802;00 1D 20 6C 0B 20 20 00 00 20 20 66 70 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;369;801002;00 1D 20 EF BF BD 51 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:21;506;801702;00 1D 20 15 EF BF BD 20 20 00 00 20 20 2A EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;510;801902;00 1D 20 C6 B6 20 20 00 00 20 20 EF BF BD 06 20 20 5B 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;513;800802;00 1D 20 5F 0F 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 02 20 20 20 20 20 20 20 20 20 20 20
14:37:21;513;801402;00 1D 20 EF BF BD 66 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:21;516;801002;00 1D 20 EF BF BD 1C 20 20 00 00 20 20 52 EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;579;800802;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 43 20 20 20 20 20 20 20
14:37:21;596;801002;00 1D 20 13 EF BF BD 20 20 00 00 20 20 EF BF BD 47 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;603;801702;00 1D 20 24 EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 42 20 20 20 20 20 20 20 20 20
14:37:21;604;801402;00 1D 20 EF BF BD 44 20 20 00 00 20 20 EF BF BD 35 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;605;800402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 1E 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:21;605;801902;00 1D 20 EF BF BD 20 20 00 00 20 20 0C 2F 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;621;800802;00 1D 20 0E EF BF BD 20 20 00 00 20 20 73 14 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:21;636;801902;00 1D 20 09 32 20 20 00 00 20 20 EF BF BD 59 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:21;639;800402;00 1D 20 6F EF BF BD 20 20 00 00 20 20 57 25 20 20 26 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;684;801002;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 13 20 20 20 20 20 20 20
14:37:21;688;801402;00 1D 20 EF BF BD 3D 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:21;712;800802;00 1D 20 52 1A 20 20 00 00 20 20 EF BF BD 72 20 20 7F 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;731;801902;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 28 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:21;738;800402;00 1D 20 EF BF BD 4B 20 20 00 00 20 20 EF BF BD 1A 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;767;801002;00 1D 20 35 21 20 20 00 00 20 20 C3 92 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;775;801702;00 1D 20 41 53 20 20 00 00 20 20 0B 19 20 20 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 03
14:37:21;778;801402;00 1D 20 EF BF BD 37 20 20 00 00 20 20 3D 6B 20 20 22 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;823;800402;00 1D 20 14 EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 6D 20 20 20 20 20 20 20 20 20
14:37:21;828;800802;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 7D EF BF BD 20 20 36 20 20 20 20 20 20 20 20 20
14:37:21;850;801702;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 30 20 20 4E 20 20 20 20 20 20 20 20 20
14:37:21;881;801402;00 1D 20 EF BF BD 35 20 20 00 00 20 20 50 EF BF BD 20 20 30 20 20 20 20 20 20 20 20 20 20 20
14:37:21;885;801002;00 1D 20 EF BF BD 6F 20 20 00 00 20 20 EF BF BD 1A 20 20 54 20 20 20 20 20 20 20 20 20 20 20
14:37:21;938;800402;00 1D 20 41 77 20 20 00 00 20 20 1F 4A 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:21;949;800802;00 1D 20 72 56 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;951;801702;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 25 EF BF BD 20 20 31 20 20 20 20 20 20 20 20 20
14:37:21;967;801002;00 1D 20 05 02 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:21;968;801402;00 1D 20 EF BF BD 4F 20 20 00 00 20 20 EF BF BD 33 20 20 5B 20 20 20 20 20 20 20 20 20 20 20
14:37:22;43;801502;00 1D 20 5C EF BF BD 20 20 00 00 20 20 18 EF BF BD 20 20 3C 20 20 20 20 20 20 20 20 20 20 20
14:37:22;50;800802;00 1D 20 0C EF BF BD 20 20 00 00 20 20 7E 43 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:22;51;801902;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20
14:37:22;56;800402;00 1D 20 57 5E 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:22;143;801702;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20
14:37:22;153;800802;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 1A EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:22;154;800402;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 7C EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:22;157;801502;00 1D 20 42 EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:22;215;801502;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 0A 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:22;224;801702;00 1D 20 C7 A1 20 20 00 00 20 20 6E EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20 20
14:37:22;226;801002;00 1D 20 5B EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 3B 20 20 20 20 20 20 20 20 20
14:37:22;227;800402;00 1D 20 3A EF BF BD 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 79 20 20 20 20 20 20 20 20 20
14:37:22;229;801902;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 EF BF BD 1D 20 20 EF BF BD 20 20 20 20 20 20 20
14:37:22;229;800802;00 1D 20 EF BF BD EF BF BD 20 20 00 00 20 20 46 EF BF BD 20 20 2A 20 20 20 20 20 20 20 20 20
14:37:22;291;801902;00 1D 20 57 EF BF BD 20 20 00 00 20 20 2C EF BF BD 20 20 4A 20 20 20 20 20 20 20 20 20 20 20
14:37:22;292;800402;00 1D 20 57 74 20 20 00 00 20 20 23 EF BF BD 20 20 7F 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:22;304;801702;00 1D 20 55 EF BF BD 20 20 00 00 20 20 0C EF BF BD 20 20 3B 20 20 20 20 20 20 20 20 20 20 20
14:37:22;305;801002;00 1D 20 05 76 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:22;305;801502;00 1D 20 EF BF BD 60 20 20 00 00 20 20 EF BF BD EF BF BD 20 20 20 20 20 20 20 20 20 20 20 20
14:37:22;306;800802;00 1D 20 07 EF BF BD 20 20 00 00 20 20 5F EF BF BD 20 20 63 20 20 20 20 20 20 20 20 20 20 20
14:37:22;317;801902;00 1D 20 31 EF BF BD 20 20 00 00 20 20 28 12 20 20 60 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:22;332;800402;00 1D 20 EF BF BD 75 20 20 00 00 20 20 EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20 20
14:37:22;359;801002;00 1D 20 6B EF BF BD 20 20 00 00 20 20 2C EF BF BD 20 20 EF BF BD 20 20 20 20 20 20 20 20 20
14:37:22;375;801902;00 1D 20 EF BF BD 20 20 00 00 20 20 1C 49 20 20 4A 20 20 20 20 20 20 20 20 20 20 20 20 20 20
14:37:22;376;801502;00 1D 20 EF BF BD 0C 20 20 00 00 20 20 EF BF BD 43 20 20 24 20 20 20 20 20 20 20 20 20 20 20
